TIME,GEO,UNIT,S_ADJ,NA_ITEM,Value,Flag and Footnotes
2007Q3,Serbia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,276.4",
2007Q4,Belgium,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"91,037.8",
2007Q4,Bulgaria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,499.7",
2007Q4,Czech Republic,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"39,881.3",
2007Q4,Denmark,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"63,776.8",
2007Q4,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"655,722.3",
2007Q4,Estonia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,464.9",
2007Q4,Ireland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"45,532.0",
2007Q4,Greece,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"62,627.5",
2007Q4,Spain,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"280,585.0",
2007Q4,France,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"507,008.0",
2007Q4,Croatia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"12,021.0",
2007Q4,Italy,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"421,335.2",
2007Q4,Cyprus,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,766.1",
2007Q4,Latvia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"5,657.7",
2007Q4,Lithuania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,158.3",
2007Q4,Luxembourg,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,246.0",
2007Q4,Hungary,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"26,039.6",
2007Q4,Malta,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"1,589.8",
2007Q4,Netherlands,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"162,008.3",
2007Q4,Austria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"74,473.2",
2007Q4,Poland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"83,962.0",
2007Q4,Portugal,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"45,868.2",
2007Q4,Romania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"32,666.8",
2007Q4,Slovenia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,595.6",
2007Q4,Finland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"50,198.0",
2007Q4,Sweden,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"93,926.6",
2007Q4,United Kingdom,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"478,284.4",
2007Q4,Norway,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"82,575.7",
2007Q4,Switzerland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"107,835.6",
2007Q4,Serbia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,500.5",
2008Q1,Belgium,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"91,569.8",
2008Q1,Bulgaria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,652.0",
2008Q1,Czech Republic,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"39,974.3",
2008Q1,Denmark,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"63,750.2",
2008Q1,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"661,414.7",
2008Q1,Estonia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,295.0",
2008Q1,Ireland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"44,088.0",
2008Q1,Greece,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"63,022.0",
2008Q1,Spain,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"281,859.0",
2008Q1,France,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"508,872.0",
2008Q1,Croatia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"12,433.9",
2008Q1,Italy,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"424,823.8",
2008Q1,Cyprus,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,839.0",
2008Q1,Latvia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"5,625.6",
2008Q1,Lithuania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,117.8",
2008Q1,Luxembourg,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,307.8",
2008Q1,Hungary,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"26,220.8",
2008Q1,Malta,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"1,612.9",
2008Q1,Netherlands,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"161,985.9",
2008Q1,Austria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"75,633.6",
2008Q1,Poland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"84,558.2",
2008Q1,Portugal,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"45,881.5",
2008Q1,Romania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"33,740.0",
2008Q1,Slovenia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,738.7",
2008Q1,Finland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"50,006.0",
2008Q1,Sweden,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"92,672.4",
2008Q1,United Kingdom,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"478,981.3",
2008Q1,Norway,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"81,493.0",
2008Q1,Switzerland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"108,775.3",
2008Q1,Serbia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,650.3",
2008Q2,Belgium,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"91,708.4",
2008Q2,Bulgaria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,768.5",
2008Q2,Czech Republic,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"40,319.3",
2008Q2,Denmark,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"63,162.1",
2008Q2,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"659,737.6",
2008Q2,Estonia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,396.2",
2008Q2,Ireland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"43,215.6",
2008Q2,Greece,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"62,614.2",
2008Q2,Spain,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"282,012.0",
2008Q2,France,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"506,560.0",
2008Q2,Croatia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"12,461.3",
2008Q2,Italy,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"421,572.6",
2008Q2,Cyprus,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,832.2",
2008Q2,Latvia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"5,505.8",
2008Q2,Lithuania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,187.7",
2008Q2,Luxembourg,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,112.3",
2008Q2,Hungary,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"26,349.9",
2008Q2,Malta,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"1,640.5",
2008Q2,Netherlands,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"162,591.4",
2008Q2,Austria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"75,490.1",
2008Q2,Poland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"85,037.1",
2008Q2,Portugal,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"45,646.6",
2008Q2,Romania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"34,436.2",
2008Q2,Slovenia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,839.4",
2008Q2,Finland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"49,630.0",
2008Q2,Sweden,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"92,827.5",
2008Q2,United Kingdom,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"475,863.6",
2008Q2,Norway,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"81,533.6",
2008Q2,Switzerland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"109,502.0",
2008Q2,Serbia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,633.8",
2008Q3,Belgium,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"91,225.5",
2008Q3,Bulgaria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,862.2",
2008Q3,Czech Republic,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"40,385.6",
2008Q3,Denmark,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"62,793.1",
2008Q3,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"657,286.5",
2008Q3,Estonia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,289.1",
2008Q3,Ireland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"43,095.4",
2008Q3,Greece,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"62,554.8",
2008Q3,Spain,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"279,890.0",
2008Q3,France,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"504,969.0",
2008Q3,Croatia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"12,364.4",
2008Q3,Italy,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"416,104.6",
2008Q3,Cyprus,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,873.6",
2008Q3,Latvia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"5,304.7",
2008Q3,Lithuania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,098.8",
2008Q3,Luxembourg,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"10,040.4",
2008Q3,Hungary,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"26,315.7",
2008Q3,Malta,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"1,657.4",
2008Q3,Netherlands,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"162,061.2",
2008Q3,Austria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"74,972.9",
2008Q3,Poland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"85,292.9",
2008Q3,Portugal,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"45,540.7",
2008Q3,Romania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"34,699.0",
2008Q3,Slovenia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,807.8",
2008Q3,Finland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"49,636.0",
2008Q3,Sweden,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"92,649.5",
2008Q3,United Kingdom,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"467,835.8",
2008Q3,Norway,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"81,384.6",
2008Q3,Switzerland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"109,646.8",
2008Q3,Serbia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,677.3",
2008Q4,Belgium,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"89,319.1",
2008Q4,Bulgaria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,923.3",
2008Q4,Czech Republic,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"39,786.7",
2008Q4,Denmark,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"61,310.3",
2008Q4,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"644,514.8",
2008Q4,Estonia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"3,890.5",
2008Q4,Ireland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"41,313.5",
2008Q4,Greece,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"61,692.9",
2008Q4,Spain,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"277,058.0",
2008Q4,France,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"497,601.0",
2008Q4,Croatia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"12,004.5",
2008Q4,Italy,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"406,427.9",
2008Q4,Cyprus,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,847.0",
2008Q4,Latvia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"5,166.0",
2008Q4,Lithuania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,002.5",
2008Q4,Luxembourg,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,606.3",
2008Q4,Hungary,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"25,425.7",
2008Q4,Malta,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"1,622.7",
2008Q4,Netherlands,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"160,672.8",
2008Q4,Austria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"73,686.5",
2008Q4,Poland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"84,996.0",
2008Q4,Portugal,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"44,928.4",
2008Q4,Romania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"34,107.7",
2008Q4,Slovenia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,435.1",
2008Q4,Finland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"48,768.0",
2008Q4,Sweden,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"89,198.0",
2008Q4,United Kingdom,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"457,254.8",
2008Q4,Norway,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"81,639.5",
2008Q4,Switzerland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"107,892.6",
2008Q4,Serbia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,583.7",
2009Q1,Belgium,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"88,250.4",
2009Q1,Bulgaria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,464.9",
2009Q1,Czech Republic,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"38,310.2",
2009Q1,Denmark,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"60,437.5",
2009Q1,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"615,618.4",
2009Q1,Estonia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"3,709.3",
2009Q1,Ireland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"41,427.8",
2009Q1,Greece,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"58,761.3",
2009Q1,Spain,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"272,632.0",
2009Q1,France,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"489,382.0",
2009Q1,Croatia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"11,519.2",
2009Q1,Italy,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"394,638.4",
2009Q1,Cyprus,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,786.5",
2009Q1,Latvia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"5,000.4",
2009Q1,Lithuania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"6,953.5",
2009Q1,Luxembourg,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,538.9",
2009Q1,Hungary,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"24,404.5",
2009Q1,Malta,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"1,573.7",
2009Q1,Netherlands,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"155,584.0",
2009Q1,Austria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"72,458.5",
2009Q1,Poland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"86,319.3",
2009Q1,Portugal,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"43,894.9",
2009Q1,Romania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"31,920.0",
2009Q1,Slovenia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,009.8",
2009Q1,Finland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"45,428.0",
2009Q1,Sweden,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"86,950.5",
2009Q1,United Kingdom,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"449,804.6",
2009Q1,Norway,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"81,034.6",
2009Q1,Switzerland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"106,372.4",
2009Q1,Serbia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,455.4",
2009Q2,Belgium,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"88,192.9",
2009Q2,Bulgaria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,475.7",
2009Q2,Czech Republic,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"38,025.4",
2009Q2,Denmark,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"59,266.0",
2009Q2,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"616,134.4",
2009Q2,Estonia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"3,651.8",
2009Q2,Ireland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"41,291.4",
2009Q2,Greece,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"60,378.2",
2009Q2,Spain,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"269,991.0",
2009Q2,France,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"488,505.0",
2009Q2,Croatia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"11,514.6",
2009Q2,Italy,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"392,405.0",
2009Q2,Cyprus,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,768.8",
2009Q2,Latvia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"4,689.6",
2009Q2,Lithuania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"6,879.9",
2009Q2,Luxembourg,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,441.7",
2009Q2,Hungary,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"24,371.8",
2009Q2,Malta,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"1,584.0",
2009Q2,Netherlands,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"155,243.0",
2009Q2,Austria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"71,722.2",
2009Q2,Poland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"86,679.2",
2009Q2,Portugal,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"43,954.0",
2009Q2,Romania,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"31,692.9",
2009Q2,Slovenia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"8,904.6",
2009Q2,Finland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"45,207.0",
2009Q2,Sweden,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"86,995.0",
2009Q2,United Kingdom,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"448,768.7",
2009Q2,Norway,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"80,321.8",
2009Q2,Switzerland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"106,081.9",
2009Q2,Serbia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"7,419.1",
2009Q3,Belgium,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"89,161.6",
2009Q3,Bulgaria,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"9,538.1",
2009Q3,Czech Republic,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"38,236.6",
2009Q3,Denmark,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"59,470.9",
2009Q3,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"619,811.1",
2009Q3,Estonia,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"3,537.1",
2009Q3,Ireland,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"40,634.2",
2009Q3,Greece,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,"59,942.9",
